Date,Type,Check_case,AN,AP,AR,AS,BR,CH,CT,DL,DN,GA,GJ,HP,HR,JH,JK,KA,KL,LA,LD,MH,ML,MN,MP,MZ,NL,OR,PB,PY,RJ,SK,TG,TN,TR,UP,UT,WB
23-10-2020,delta7,deceased,2,162,3,47,53,8,313,243,0,37,56,23,71,38,58,465,168,3,0,1513,4,23,120,0,4,110,115,13,91,4,42,326,16,241,150,437
23-10-2020,delta7,recovered,114,32310,1542,9580,8181,657,19353,20515,56,2811,8423,1527,8120,4070,5007,64996,51795,523,0,100735,1356,1317,9405,57,450,18033,5570,1756,16796,287,12673,31729,1737,22879,3563,23830
23-10-2020,delta7,tested,7405,507637,17954,204540,923441,6625,153553,374569,1024,8592,368850,21822,155086,256888,172940,706851,383883,10373,0,489462,11010,20117,184559,8284,4726,280529,158361,26342,131508,1506,270390,590542,16733,1076524,84138,306755
23-10-2020,total,confirmed,4207,800684,14145,203709,210389,13920,172580,348404,3219,41813,165233,20040,155765,99045,90752,793907,377835,5840,0,1632544,8801,16779,165294,2359,8436,277887,130157,33986,182570,3770,229001,703250,30067,466060,59796,341426
23-10-2020,total,deceased,58,6544,33,900,1034,214,1738,6189,2,568,3676,280,1705,862,1424,10821,1282,68,0,43015,79,132,2855,0,21,1267,4095,584,1814,63,1298,10858,336,6830,979,6368
23-10-2020,total,recovered,3945,762419,11613,179843,198437,13009,146222,316214,3140,38421,147672,17113,143978,92128,81486,693584,280793,4984,0,1445103,7092,12562,150678,2184,6501,259418,121735,29427,162981,3383,207326,659432,27479,430962,53718,298587
23-10-2020,total,tested,80768,7428014,304526,4490288,9818199,100045,1642977,4259878,72410,287887,5638392,361941,2480029,3058954,2125790,7168545,4212611,71063,0,8479155,194818,333718,2718925,101868,93929,4240241,2433133,285824,3587537,55320,4017353,9356580,443478,13756000,967258,4211077
24-10-2020,delta,confirmed,18,3342,66,258,1054,57,2011,4116,4,218,1021,173,1299,383,577,4471,8253,73,0,6417,83,245,1004,30,79,1695,483,126,1852,49,1273,2886,65,2178,359,4148
24-10-2020,delta,recovered,23,3572,168,2948,1084,78,2677,3614,4,348,1013,183,1218,470,733,7153,6468,68,0,10004,136,157,1268,10,97,2613,521,187,2515,25,1708,4024,238,2741,451,3753
24-10-2020,delta,tested,1112,74919,1168,12263,141905,752,21758,55461,0,1445,52980,3897,25023,28717,27739,112545,67593,786,0,68881,0,2277,31695,1084,567,40033,24441,3865,21614,291,35280,80237,2839,152303,11767,44724
24-10-2020,delta7,confirmed,142,24880,863,3576,8383,395,16089,24802,43,1631,7619,1416,7983,3461,3965,39804,51859,379,0,52640,480,1881,7140,144,817,13237,3486,1134,13141,252,9599,22650,808,15578,2507,28521
24-10-2020,delta7,deceased,2,160,3,37,52,9,354,244,0,32,53,25,80,32,58,446,167,5,0,1187,5,27,122,0,3,108,108,12,91,4,38,307,14,225,60,435
24-10-2020,delta7,recovered,120,30353,1466,11710,8006,627,19016,20975,50,2734,8166,1476,8020,4039,4931,63256,50272,517,0,96501,1194,1276,9239,57,521,17804,5331,1630,17205,256,12398,30748,1705,22092,3349,24400
24-10-2020,delta7,tested,7603,511675,13819,193674,944633,6335,153647,374315,746,8629,369084,22652,154181,260423,174903,718380,399409,11159,0,478936,9351,17959,189771,7664,4761,279209,156905,26208,130721,1504,263173,580537,17342,1066425,84472,308051
24-10-2020,total,confirmed,4225,804026,14211,203967,211443,13977,174591,352520,3223,42031,166254,20213,157064,99428,91329,798378,386088,5913,0,1638961,8884,17024,166298,2389,8515,279582,130640,34112,184422,3819,230274,706136,30132,468238,60155,345574
24-10-2020,total,deceased,58,6566,33,902,1042,216,1793,6225,2,570,3682,285,1720,864,1430,10873,1307,71,0,43152,80,138,2875,0,24,1282,4107,586,1826,63,1303,10893,337,6854,984,6427
24-10-2020,total,recovered,3968,765991,11781,182791,199521,13087,148899,319828,3144,38769,148685,17296,145196,92598,82219,700737,287261,5052,0,1455107,7228,12719,151946,2194,6598,262031,122256,29614,165496,3408,209034,663456,27717,433703,54169,302340
24-10-2020,total,tested,81880,7502933,305694,4502551,9960104,100797,1664735,4315339,72410,289332,5691372,365838,2505052,3087671,2153529,7281090,4280204,71849,0,8548036,194818,335995,2750620,102952,94496,4280274,2457574,289689,3609151,55611,4052633,9436817,446317,13908303,979025,4255801
25-10-2020,delta,confirmed,20,2997,33,204,749,61,1368,4136,3,211,919,157,1240,258,532,4439,6843,20,0,6059,136,138,951,58,111,1633,415,81,1821,16,978,2869,86,2032,221,4127
25-10-2020,delta,recovered,15,3585,170,2961,1399,80,1499,3826,2,321,963,272,1086,378,639,10106,7649,74,0,5648,104,138,1181,0,55,2071,465,187,2240,35,1446,4019,146,2368,319,3857
25-10-2020,delta,tested,746,67419,1000,8753,139218,422,14914,49069,0,1018,51370,2533,22291,21812,22153,100511,48212,487,0,60892,3525,1825,31101,1179,672,37801,21136,2878,13880,186,27055,80690,1962,117410,8339,42538
25-10-2020,delta7,confirmed,137,23891,839,3462,7980,392,15563,25639,43,1655,7447,1403,8271,3334,3919,37231,51071,335,0,49639,512,1697,7061,194,810,12851,3425,1052,12977,238,9141,21605,753,15124,2352,28665
25-10-2020,delta7,deceased,2,158,3,38,53,10,340,249,0,32,51,23,87,27,59,427,171,5,0,1149,6,23,112,0,4,110,105,14,91,4,36,282,14,224,66,431
25-10-2020,delta7,recovered,115,29347,1399,14072,8326,613,18230,21938,44,2695,7896,1531,7931,3965,4972,65018,49511,511,0,90945,1050,1116,8993,46,511,17265,4838,1511,17357,259,11690,29838,1664,20479,3506,25144
25-10-2020,delta7,tested,7596,504149,13530,188880,964395,6197,153293,373970,603,8401,368493,23108,155869,260821,171569,713824,389217,11646,0,469462,12876,17022,196090,8843,4761,274752,157626,24911,132312,1515,249185,570941,16698,1013820,85182,307069
25-10-2020,total,confirmed,4245,807023,14244,204171,212192,14038,175959,356656,3226,42242,167173,20370,158304,99686,91861,802817,392931,5933,0,1645020,9020,17162,167249,2447,8626,281215,131055,34193,186243,3835,231252,709005,30218,470270,60376,349701
25-10-2020,total,deceased,58,6587,33,906,1049,218,1818,6258,2,576,3689,286,1727,866,1438,10905,1333,71,0,43264,81,139,2885,0,25,1298,4117,588,1839,64,1307,10924,340,6882,993,6487
25-10-2020,total,recovered,3983,769576,11951,185752,200920,13167,150398,323654,3146,39090,149648,17568,146282,92976,82858,710843,294910,5126,0,1460755,7332,12857,153127,2194,6653,264102,122721,29801,167736,3443,210480,667475,27863,436071,54488,306197
25-10-2020,total,tested,82626,7570352,306694,4511304,10099322,101219,1679649,4364408,72410,290350,5742742,368371,2527343,3109483,2175682,7381601,4328416,72336,0,8608928,198343,337820,2781721,104131,95168,4318075,2478710,292567,3623031,55797,4079688,9517507,448279,14025713,987364,4298339
26-10-2020,delta,confirmed,8,1901,147,215,513,47,1649,2832,0,290,908,216,1153,220,364,3130,4287,45,0,3645,48,264,720,46,74,1480,336,143,1805,5,582,2708,36,1798,368,4121
26-10-2020,delta,recovered,14,3972,231,2832,1087,63,3256,3736,1,343,1102,192,1284,392,627,8715,7107,90,0,9905,139,200,1095,15,67,2003,326,189,2226,5,1432,4014,183,2441,700,3889
26-10-2020,delta,tested,489,51544,2218,14225,124501,559,18447,34411,0,1280,51046,2736,15914,17311,18610,65892,35141,0,0,36267,0,0,26099,414,356,36881,15038,1059,8434,20,14729,72236,920,112627,9161,42231
26-10-2020,delta7,confirmed,127,22874,748,2979,7581,399,14836,26317,41,1786,7359,1451,8223,3064,3856,35343,50336,331,0,47300,532,1646,6766,240,747,12349,3288,1089,12822,239,8775,20777,704,15203,2384,28794
26-10-2020,delta7,deceased,2,153,5,33,55,14,327,272,0,33,47,21,89,30,56,405,170,5,0,1108,6,27,104,0,12,107,96,13,93,3,36,262,12,217,68,427
26-10-2020,delta7,recovered,105,29016,1402,15374,8218,613,18395,22829,32,2519,7851,1522,8055,3588,4818,65729,49149,515,0,85781,1079,1144,8801,58,512,16530,4280,1470,17389,253,11226,29337,1519,19827,3702,25761
26-10-2020,delta7,tested,7138,494363,12777,168149,975171,6002,150392,371936,274,8939,367167,23696,155351,244227,170998,701135,387759,11646,0,459417,10087,14968,200635,8118,4370,272893,154350,23437,132044,1507,237887,558047,15511,990952,81549,305681
26-10-2020,total,confirmed,4253,808924,14391,204386,212705,14085,177608,359488,3226,42532,168081,20586,159457,99906,92225,805947,397218,5978,0,1648665,9068,17426,167969,2493,8700,282695,131391,34336,188048,3840,231834,711713,30254,472068,60744,353822
26-10-2020,total,deceased,58,6606,35,908,1058,222,1861,6312,2,582,3693,288,1737,872,1444,10947,1353,71,0,43348,81,144,2890,0,33,1312,4125,588,1853,65,1311,10956,340,6902,1001,6546
26-10-2020,total,recovered,3997,773548,12182,188584,202007,13230,153654,327390,3147,39433,150750,17760,147566,93368,83485,719558,302017,5216,0,1470660,7471,13057,154222,2209,6720,266105,123047,29990,169962,3448,211912,671489,28046,438512,55188,310086
26-10-2020,total,tested,83115,7621896,308912,4525529,10223823,101778,1698096,4398819,72410,291630,5793788,371107,2543257,3126794,2194292,7447493,4363557,72336,0,8645195,198343,337820,2807820,104545,95524,4354956,2493748,293626,3631465,55817,4094417,9589743,449199,14138340,996525,4340570
27-10-2020,delta,confirmed,21,2901,81,403,678,67,2046,4853,3,215,992,231,1248,318,452,3691,5457,46,0,5363,70,180,514,34,63,1247,346,146,1796,23,837,2522,36,1986,213,3957
27-10-2020,delta,recovered,22,4352,115,2443,1237,49,2426,2722,5,345,1238,214,937,506,751,7740,7015,46,0,7836,172,151,1010,15,35,2010,463,163,2066,4,1554,4029,84,2335,422,3917
27-10-2020,delta,tested,1193,74757,1756,26164,134538,1155,21833,57210,0,1961,51927,4671,19213,25853,20353,66701,46193,0,0,54838,447,4671,19223,1759,444,30303,22219,3569,23273,81,21099,70687,712,138448,12233,42108
27-10-2020,delta7,confirmed,133,22272,694,2716,6422,409,14375,27591,35,1716,7225,1460,8531,2810,3719,32737,49202,329,0,44512,545,1542,6305,247,743,11692,3147,1030,12721,220,8126,20205,605,14900,2356,28722
27-10-2020,delta7,deceased,2,144,5,30,54,14,297,275,0,30,44,24,90,27,54,383,170,6,0,1010,6,29,87,0,12,104,101,11,93,4,33,242,13,226,61,424
27-10-2020,delta7,recovered,117,28224,1262,16616,8355,555,18094,23365,24,2503,7961,1520,8067,3489,4799,64969,48789,475,0,86188,1146,1149,8372,61,487,15918,3852,1379,16933,207,10889,28963,1405,18823,3748,26296
27-10-2020,delta7,tested,7108,500025,12178,155728,968415,6226,150433,372553,0,9398,366179,24637,155904,239235,166014,669600,380051,11646,0,448799,9007,16709,196765,8640,4290,268169,156125,22957,130650,1267,216687,548363,14043,978046,81336,304027
27-10-2020,total,confirmed,4274,811825,14472,204789,213383,14152,179654,364341,3229,42747,169073,20817,160705,100224,92677,809638,402675,6024,0,1654028,9138,17606,168483,2527,8763,283942,131737,34482,189844,3863,232671,714235,30290,474054,60957,357779
27-10-2020,total,deceased,58,6625,36,914,1065,223,1881,6356,2,585,3698,293,1750,876,1451,10991,1377,73,0,43463,82,150,2898,0,33,1325,4138,588,1867,67,1315,10983,341,6940,1007,6604
27-10-2020,total,recovered,4019,777900,12297,191027,203244,13279,156080,330112,3152,39778,151988,17974,148503,93874,84236,727298,309032,5262,0,1478496,7643,13208,155232,2224,6755,268115,123510,30153,172028,3452,213466,675518,28130,440847,55610,314003
27-10-2020,total,tested,84308,7696653,310668,4551693,10358361,102933,1719929,4456029,72410,293591,5845715,375778,2562470,3152647,2214645,7514194,4409750,72336,0,8700033,198790,342491,2827043,106304,95968,4385259,2515967,297195,3654738,55898,4115516,9660430,449911,14276788,1008758,4382678
28-10-2020,delta,confirmed,15,2949,108,448,780,60,1929,5673,6,221,980,332,1518,345,536,3146,8790,61,0,6738,90,205,788,80,61,1540,526,101,1785,12,1481,2516,160,1980,304,3924
28-10-2020,delta,recovered,20,3609,183,1487,1073,80,1400,4128,3,196,1107,205,948,452,546,6260,7660,107,0,8430,134,212,1032,14,114,2015,356,154,2016,11,1451,3859,202,2742,463,3925
28-10-2020,delta,tested,1070,77028,2107,26150,140452,1203,22814,60571,0,1801,51912,4637,24701,41070,24026,86154,66980,0,0,68846,821,0,25987,1507,746,36905,22643,3972,22831,124,40081,72433,2319,154484,13207,42553
28-10-2020,delta7,confirmed,121,21475,668,2463,5925,415,13944,29578,28,1629,7068,1528,8856,2508,3631,30011,49623,304,0,43108,607,1533,5975,297,685,11301,3175,961,12696,198,8028,19635,653,14559,2155,28577
28-10-2020,delta7,deceased,2,135,5,28,50,15,308,268,0,35,41,21,84,29,53,350,171,6,0,921,8,32,85,1,13,103,98,10,89,4,32,238,12,203,49,420
28-10-2020,delta7,recovered,126,27094,1281,16439,8109,517,17264,24049,19,2291,7888,1506,7945,3322,4690,61940,49610,504,0,71247,1103,1223,8182,64,508,15217,3646,1291,16084,183,10529,28521,1342,18233,3441,26625
28-10-2020,delta7,tested,7075,502631,11798,139426,967645,6295,149703,374060,0,9937,365105,26019,158161,205694,162970,647513,385001,11646,0,441386,8121,14573,196206,8387,3825,262770,152764,22974,130886,1186,215293,539014,13896,985514,80809,302988
28-10-2020,total,confirmed,4289,814774,14580,205237,214163,14212,181583,370014,3235,42968,170053,21149,162223,100569,93213,812784,411465,6085,0,1660766,9228,17811,169271,2607,8824,285482,132263,34583,191629,3875,234152,716751,30450,476034,61261,361703
28-10-2020,total,deceased,58,6643,36,917,1069,224,1936,6396,2,592,3704,295,1758,880,1455,11046,1404,74,0,43554,85,156,2913,1,34,1337,4158,590,1877,67,1319,11018,341,6958,1009,6664
28-10-2020,total,recovered,4039,781509,12480,192514,204317,13359,157480,334240,3155,39974,153095,18179,149451,94326,84782,733558,316692,5369,0,1486926,7777,13420,156264,2238,6869,270130,123866,30307,174044,3463,214917,679377,28332,443589,56073,317928
28-10-2020,total,tested,85378,7773681,312775,4577843,10498813,104136,1742743,4516600,72410,295392,5897627,380415,2587171,3193717,2238671,7600348,4476730,72336,0,8768879,199611,342491,2853030,107811,96714,4422164,2538610,301167,3677569,56022,4155597,9732863,452230,14431272,1021965,4425231
29-10-2020,delta,confirmed,16,2905,88,398,783,80,2005,5739,6,233,987,327,1594,395,551,4025,7020,54,0,5902,77,242,728,49,70,1617,464,178,1790,18,1504,2652,113,1861,305,3989
29-10-2020,delta,deceased,1,16,1,6,7,1,53,27,0,5,4,6,8,3,11,45,26,0,0,156,2,4,16,0,1,13,10,2,11,0,5,35,1,25,0,61
29-10-2020,delta,recovered,15,3243,143,1057,1068,43,1788,4138,8,194,1083,199,1209,461,588,7661,8474,69,0,7883,113,163,1117,18,150,1908,427,142,1933,13,1436,4087,170,2465,456,3945
29-10-2020,delta,tested,1337,88778,1974,28302,131357,1273,24527,60124,0,1683,52989,4549,24241,39803,23065,100683,54339,0,0,68254,780,4535,26232,1665,584,41395,22495,3901,21770,128,41361,75224,2158,137970,12854,43265
29-10-2020,delta7,confirmed,121,20760,591,2353,5650,444,13458,31435,28,1615,6919,1632,9322,2354,3598,28258,49161,327,0,41471,585,1430,5658,315,598,11005,3034,929,12664,166,8076,19210,641,14037,2058,28409
29-10-2020,delta7,deceased,2,135,5,27,50,13,309,260,0,33,38,22,78,24,54,321,174,6,0,879,9,33,87,1,14,101,96,10,88,4,32,228,11,193,41,417
29-10-2020,delta7,recovered,117,26614,1216,15912,8192,478,16056,25460,26,2137,7770,1467,7862,3158,4568,56384,50491,536,0,62953,909,1190,8028,81,619,14997,3138,1238,15363,148,10248,28294,1273,18117,3329,26962
29-10-2020,delta7,tested,7414,514683,11648,133353,953840,6428,149544,375414,0,10364,365171,27104,156005,214362,160976,640842,383247,11646,0,434574,7201,19108,191424,8923,3917,264051,151419,23028,131141,1314,218089,532979,13046,965563,81332,302001
29-10-2020,total,confirmed,4305,817679,14668,205635,214946,14292,183588,375753,3241,43201,171040,21476,163817,100964,93764,816809,418485,6139,0,1666668,9305,18053,169999,2656,8894,287099,132727,34761,193419,3893,235656,719403,30563,477895,61566,365692
29-10-2020,total,deceased,59,6659,37,923,1076,225,1989,6423,2,597,3708,301,1766,883,1466,11091,1430,74,0,43710,87,160,2929,1,35,1350,4168,592,1888,67,1324,11053,342,6983,1009,6725
29-10-2020,total,recovered,4054,784752,12623,193571,205385,13402,159268,338378,3163,40168,154178,18378,150660,94787,85370,741219,325166,5438,0,1494809,7890,13583,157381,2256,7019,272038,124293,30449,175977,3476,216353,683464,28502,446054,56529,321873
29-10-2020,total,tested,86715,7862459,314749,4606145,10630170,105409,1767270,4576724,72410,297075,5950616,384964,2611412,3233520,2261736,7701031,4531069,72336,0,8837133,200391,347026,2879262,109476,97298,4463559,2561105,305068,3699339,56150,4196958,9808087,454388,14569242,1034819,4468496
30-10-2020,delta,confirmed,12,2886,84,380,1018,59,1718,5891,5,215,969,101,1650,323,566,3589,6638,55,0,6190,77,221,691,38,51,1547,431,147,1794,20,1531,2608,97,2187,349,3979
30-10-2020,delta,recovered,22,3623,154,1094,1240,67,1650,4433,5,241,1027,139,1179,421,654,8521,7828,55,0,8241,235,222,1074,14,210,1800,577,128,2087,33,1048,3924,212,2590,242,4015
30-10-2020,delta,tested,1074,84401,1884,25672,145913,681,19415,59641,0,1717,51657,4384,24671,41467,22852,103281,53981,0,0,69693,905,0,28995,1582,421,44506,21682,3561,19154,169,43790,77356,2569,148241,-24202,43774
30-10-2020,delta7,confirmed,110,19881,607,2306,5575,431,12726,33240,27,1603,6776,1537,9702,2242,3578,26491,47288,354,0,40314,581,1495,5396,335,509,10759,3001,922,12643,143,8186,18761,593,14022,2119,28245
30-10-2020,delta7,deceased,1,132,4,26,50,11,300,281,0,34,38,26,72,21,47,319,176,6,0,822,8,32,86,1,18,94,92,8,84,4,32,233,7,177,32,416
30-10-2020,delta7,recovered,131,25956,1164,14822,8188,460,14696,26597,28,1988,7533,1404,7861,3080,4538,56156,52201,509,0,57947,1033,1243,7777,86,728,14420,3135,1150,15083,126,10075,27956,1235,17682,3053,27301
30-10-2020,delta7,tested,7021,518846,12107,141529,957884,6045,143708,376487,0,10905,363881,27407,156054,216033,158798,635767,372439,1273,0,427671,6478,13308,189332,9190,3790,267824,149654,22805,130956,999,223395,528863,13479,961483,43359,301193
30-10-2020,total,confirmed,4317,820565,14752,206015,215964,14351,185306,381644,3246,43416,172009,21577,165467,101287,94330,820398,425123,6194,0,1672858,9382,18274,170690,2694,8945,288646,133158,34908,195213,3913,237187,722011,30660,480082,61915,369671
30-10-2020,total,deceased,59,6676,37,926,1084,225,2038,6470,2,602,3714,306,1777,883,1471,11140,1458,74,0,43837,87,164,2941,1,39,1361,4187,592,1898,67,1330,11091,343,7007,1011,6784
30-10-2020,total,recovered,4076,788375,12777,194665,206625,13469,160918,342811,3168,40409,155205,18517,151839,95208,86024,749740,332994,5493,0,1503050,8125,13805,158455,2270,7229,273838,124870,30577,178064,3509,217401,687388,28714,448644,56771,325888
30-10-2020,total,tested,87789,7946860,316633,4631817,10776083,106090,1786685,4636365,72410,298792,6002273,389348,2636083,3274987,2284588,7804312,4585050,72336,0,8906826,201296,347026,2908257,111058,97719,4508065,2582787,308629,3718493,56319,4240748,9885443,456957,14717483,1010617,4512270
31-10-2020,delta,confirmed,15,2783,100,336,800,67,1964,5062,3,210,935,482,1743,474,455,3014,7983,76,0,5548,70,230,669,28,102,1470,500,105,1780,27,1445,2511,54,1781,413,3993
31-10-2020,delta,recovered,24,3708,182,1386,1186,82,2161,4665,13,269,1014,321,1391,367,864,7468,7330,46,0,7303,220,1057,1024,21,146,1911,328,147,1920,26,1486,3848,141,2426,152,4049
31-10-2020,delta,tested,664,82045,1846,26022,146940,925,22761,44330,0,1756,51574,4154,24473,87407,19366,101556,59999,0,0,60577,760,4927,26057,1158,552,47750,21421,3178,14387,247,41243,70767,1423,145905,12163,44155
31-10-2020,delta7,confirmed,107,19322,641,2384,5321,441,12679,34186,26,1595,6690,1846,10146,2333,3456,25034,47018,357,0,39445,568,1480,5061,333,532,10534,3018,901,12571,121,8358,18386,582,13625,2173,28090
31-10-2020,delta7,deceased,1,124,4,28,48,10,308,286,0,34,37,27,69,20,48,295,178,4,0,759,8,30,76,1,15,91,96,6,81,5,33,229,6,171,39,414
31-10-2020,delta7,recovered,132,26092,1178,13260,8290,464,14180,27648,37,1909,7534,1542,8034,2977,4669,56471,53063,487,0,55246,1117,2143,7533,97,777,13718,2942,1110,14488,127,9853,27780,1138,17367,2754,27597
31-10-2020,delta7,tested,6573,525972,12785,155288,962919,6218,144711,365356,0,11216,362475,27664,155504,274723,150425,624778,364845,487,0,419367,7238,15958,183694,9264,3775,275541,146634,22118,123729,955,229358,519393,12063,955085,43755,300624
31-10-2020,total,confirmed,4332,823348,14852,206351,216764,14418,187270,386706,3249,43626,172944,22059,167210,101761,94785,823412,433106,6270,0,1678406,9452,18504,171359,2722,9047,290116,133658,35013,196993,3940,238632,724522,30714,481863,62328,373664
31-10-2020,total,deceased,59,6690,37,930,1090,226,2101,6511,2,604,3719,312,1789,884,1478,11168,1485,75,0,43911,88,168,2951,1,39,1373,4203,592,1907,68,1336,11122,343,7025,1023,6841
31-10-2020,total,recovered,4100,792083,12959,196051,207811,13551,163079,347476,3181,40678,156219,18838,153230,95575,86888,757208,340324,5539,0,1510353,8345,14862,159479,2291,7375,275749,125198,30724,179984,3535,218887,691236,28855,451070,56923,329937
31-10-2020,total,tested,88453,8028905,318479,4657839,10923023,107015,1809446,4680695,72410,300548,6053847,393502,2660556,3362394,2303954,7905868,4645049,72336,0,8967403,202056,351953,2934314,112216,98271,4555815,2604208,311807,3732880,56566,4281991,9956210,458380,14863388,1022780,4556425
01-11-2020,delta,confirmed,8,2618,29,166,777,58,1543,5664,2,142,860,205,1670,326,540,3652,7025,17,0,5369,155,248,723,34,28,1709,317,96,1754,18,1416,2504,77,1969,222,3987
01-11-2020,delta,deceased,1,16,0,1,7,0,49,51,0,5,5,8,6,1,4,24,28,0,0,113,2,3,7,0,0,11,11,3,10,1,5,30,0,26,4,59
01-11-2020,delta,recovered,12,3509,114,730,1195,81,1458,4159,4,237,1128,102,1221,398,629,8053,8511,90,0,3726,117,203,1107,8,79,1815,368,621,1591,34,1579,3644,170,2388,178,4053
01-11-2020,delta,tested,1106,88780,1117,11576,143611,836,17979,44623,0,892,51084,2609,19879,40473,20457,106773,50010,4176,0,57468,0,2257,24569,1699,304,46045,16578,3182,20374,133,41675,73012,1511,150000,10637,44457
01-11-2020,delta7,confirmed,95,18943,637,2346,5349,438,12854,35714,25,1526,6631,1894,10576,2401,3464,24247,47200,354,0,38755,587,1590,4833,309,449,10610,2920,916,12504,123,8796,18021,573,13562,2174,27950
01-11-2020,delta7,deceased,2,119,4,25,48,8,332,304,0,33,35,34,68,19,44,287,180,4,0,760,9,32,73,1,14,86,97,7,78,5,34,228,3,169,34,413
01-11-2020,delta7,recovered,129,26016,1122,11029,8086,465,14139,27981,39,1825,7699,1372,8169,2997,4659,54418,53925,503,0,53324,1130,2208,7459,105,801,13462,2845,1544,13839,126,9986,27405,1162,17387,2613,27793
01-11-2020,delta7,tested,6933,547333,12902,158111,967312,6632,147776,360910,0,11090,362189,27740,153092,293384,148729,631040,366643,4176,0,415943,3713,16390,177162,9784,3407,283785,142076,22422,130223,902,243978,511715,11612,987675,46053,302543
01-11-2020,total,confirmed,4340,825966,14881,206517,217541,14476,188813,392370,3251,43768,173804,22264,168880,102087,95325,827064,440131,6287,0,1683775,9607,18752,172082,2756,9075,291825,133975,35109,198747,3958,240048,727026,30791,483832,62550,377651
01-11-2020,total,deceased,60,6706,37,931,1097,226,2150,6562,2,609,3724,320,1795,885,1482,11192,1513,75,0,44024,90,171,2958,1,39,1384,4214,595,1917,69,1341,11152,343,7051,1027,6900
01-11-2020,total,recovered,4112,795592,13073,196781,209006,13632,164537,351635,3185,40915,157347,18940,154451,95973,87517,765261,348835,5629,0,1514079,8462,15065,160586,2299,7454,277564,125566,31345,181575,3569,220466,694880,29025,453458,57101,333990
01-11-2020,total,tested,89559,8117685,319596,4669415,11066634,107851,1827425,4725318,72410,301440,6104931,396111,2680435,3402867,2324411,8012641,4695059,76512,0,9024871,202056,354210,2958883,113915,98575,4601860,2620786,314989,3753254,56699,4323666,10029222,459891,15013388,1033417,4600882
02-11-2020,delta,confirmed,12,1916,117,465,577,52,1700,4001,4,186,875,334,1566,403,385,2576,4138,70,0,4009,71,341,635,1,21,1389,396,69,1748,9,922,2481,58,1777,331,3957
02-11-2020,delta,recovered,20,3033,165,785,974,76,1854,4824,8,208,1004,339,1266,512,623,8334,7108,42,0,10225,117,278,868,48,152,1527,395,482,1105,4,1456,3940,186,2040,441,4085
02-11-2020,delta,tested,1342,64581,2092,30334,125567,1060,20500,36665,0,1392,52880,3338,14398,28196,19132,78496,33345,0,0,40297,1500,2794,24161,150,261,43332,9596,2820,8707,32,25643,70297,1424,135772,9249,43237
02-11-2020,delta7,confirmed,99,18958,607,2596,5413,443,12905,36883,29,1422,6598,2012,10989,2584,3485,23693,47051,379,0,39119,610,1667,4748,264,396,10519,2980,842,12447,127,9136,17794,595,13541,2137,27786
02-11-2020,delta7,deceased,2,113,3,24,43,5,347,292,0,34,35,42,73,14,46,274,181,5,0,780,9,36,75,1,9,81,102,7,73,8,37,227,5,174,28,411
02-11-2020,delta7,recovered,135,25077,1056,8982,7973,478,12737,29069,46,1690,7601,1519,8151,3117,4655,54037,53926,455,0,53644,1108,2286,7232,138,886,12986,2914,1837,12718,125,10010,27331,1165,16986,2354,27989
02-11-2020,delta7,tested,7786,560370,12776,174220,968378,7133,149829,363164,0,11202,364023,28342,151576,304269,149251,643644,364847,4176,0,419973,5213,19184,175224,9520,3312,290236,136634,24183,130496,914,254892,509776,12116,1010820,46141,303549
02-11-2020,total,confirmed,4352,827882,14998,206982,218118,14528,190513,396371,3255,43954,174679,22598,170446,102490,95710,829640,444269,6357,0,1687784,9678,19093,172717,2757,9096,293214,134371,35178,200495,3967,240970,729507,30849,485609,62881,381608
02-11-2020,total,deceased,60,6719,38,932,1101,227,2208,6604,2,616,3728,330,1810,886,1490,11221,1534,76,0,44128,90,180,2965,1,42,1393,4227,595,1926,73,1348,11183,345,7076,1029,6957
02-11-2020,total,recovered,4132,798625,13238,197566,209980,13708,166391,356459,3193,41123,158351,19279,155717,96485,88140,773595,355943,5671,0,1524304,8579,15343,161454,2347,7606,279091,125961,31827,182680,3573,221922,698820,29211,455498,57542,338075
02-11-2020,total,tested,90901,8182266,321688,4699749,11192201,108911,1847925,4761983,72410,302832,6157811,399449,2694833,3431063,2343543,8091137,4728404,76512,0,9065168,203556,357004,2983044,114065,98836,4645192,2630382,317809,3761961,56731,4349309,10099519,461315,15149160,1042666,4644119
03-11-2020,delta,confirmed,20,2849,85,379,846,80,1724,6725,0,235,954,334,1684,397,478,2756,6862,84,0,4909,63,150,667,35,55,1201,415,147,1725,37,1536,2435,137,1726,316,3981
03-11-2020,delta,recovered,21,3700,129,473,875,43,1810,3610,2,239,1197,165,1258,490,578,7140,8802,30,0,6973,101,117,912,27,180,1462,354,457,1219,5,1491,2707,84,2210,409,4058
03-11-2020,delta,tested,1348,84534,2374,28884,143642,1172,21070,59540,0,1712,52739,5509,19819,30771,23198,94539,61138,0,0,55347,906,1883,33412,1915,526,42080,20427,4004,23446,207,45021,70398,2688,158125,12797,44176
03-11-2020,delta7,confirmed,98,18906,611,2572,5581,456,12583,38755,26,1442,6560,2115,11425,2663,3511,22758,48456,417,0,38665,603,1637,4901,265,388,10473,3049,843,12376,141,9835,17707,696,13281,2240,27810
03-11-2020,delta7,deceased,2,109,6,20,43,5,385,296,0,33,36,45,67,15,51,256,183,3,0,785,8,34,76,1,9,80,107,8,69,6,36,231,6,149,26,409
